type,name,title,slug,url,contributor,code,stamp,board_type,board_circled_letters,board_extra_label,board_calendar_short,board_calendar,board_year,board_month,rom_kind,rom_label,rom_manufacturer,rom_manufacturer_name,rom_calendar_short,rom_calendar,rom_year,rom_month,rom_week,mapper_kind,mapper_label,mapper_manufacturer,mapper_manufacturer_name,mapper_calendar_short,mapper_calendar,mapper_year,mapper_month,mapper_week,ram_kind,ram_label,ram_manufacturer,ram_manufacturer_name,ram_calendar_short,ram_calendar,ram_year,ram_month,ram_week,ram_protector_kind,ram_protector_label,ram_protector_manufacturer,ram_protector_manufacturer_name,ram_protector_calendar_short,ram_protector_calendar,ram_protector_year,ram_protector_month,ram_protector_week,crystal_kind,crystal_label,crystal_manufacturer,crystal_manufacturer_name,crystal_calendar_short,crystal_calendar,crystal_year,crystal_month,crystal_week,rom2_kind,rom2_label,rom2_manufacturer,rom2_manufacturer_name,rom2_calendar_short,rom2_calendar,rom2_year,rom2_month,rom2_week,flash_kind,flash_label,flash_manufacturer,flash_manufacturer_name,flash_calendar_short,flash_calendar,flash_year,flash_month,flash_week,line_decoder_kind,line_decoder_label,line_decoder_manufacturer,line_decoder_manufacturer_name,line_decoder_calendar_short,line_decoder_calendar,line_decoder_year,line_decoder_month,line_decoder_week,eeprom_kind,eeprom_label,eeprom_manufacturer,eeprom_manufacturer_name,eeprom_calendar_short,eeprom_calendar,eeprom_year,eeprom_month,eeprom_week,accelerometer_kind,accelerometer_label,accelerometer_manufacturer,accelerometer_manufacturer_name,accelerometer_calendar_short,accelerometer_calendar,accelerometer_year,accelerometer_month,accelerometer_week,u4_kind,u4_label,u4_manufacturer,u4_manufacturer_name,u4_calendar_short,u4_calendar,u4_year,u4_month,u4_week,u5_kind,u5_label,u5_manufacturer,u5_manufacturer_name,u5_calendar_short,u5_calendar,u5_year,u5_month,u5_week,crystal
CGB-AFIP-0,"F-1 World Grand Prix (Europe) (En,Fr,De,Es)",Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AFIP-0/mattcurrie-1.html,mattcurrie,CGB-AFIP-AUS,34,DMG-A08-01,I,6,Jun/1999,June/1999,1999,6,LH537M,CGB-AFIP-0 S LH537MTJ JAPAN G2 9929 D,Sharp,Sharp,29/1999,Week 29/1999,1999,,29,MBC5,MBC5 LZ9GB31 9922 A,Sharp,Sharp,22/1999,Week 22/1999,1999,,22,HY6264ALJ-10,HY6264A LJ-10 9814B KOREA,Hyundai,Hyundai,14/1998,Week 14/1998,1998,,14,MM1134A,915 134A,Mitsumi,Mitsumi,15/1999,Week 15/1999,1999,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AHYE-0,"Super Mario Bros. Deluxe (USA, Europe)",Entry #1,irfon-jones-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AHYE-0/irfon-jones-1.html,Irfon Jones,CGB-AHYE-USA,34,DMG-A06-01,K,6,Apr/1999,April/1999,1999,4,LH538W,CGB-AHYE-0 S LH538WV9 JAPAN F1 9916 D,Sharp,Sharp,16/1999,Week 16/1999,1999,,16,MBC5,MBC5 P-1 907U3L,,,7/1999,Week 7/1999,1999,,7,HY6264ALLJ-10,HY6264A LLJ-10 9902B KOREA,Hyundai,Hyundai,2/1999,Week 2/1999,1999,,2,BA6735,6735 8C19,ROHM,ROHM,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AHYE-1,"Super Mario Bros. Deluxe (USA, Europe) (Rev 1)",Entry #1,creeps-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AHYE-1/creeps-1.html,creeps,CGB-AHYE-USA-1,15A,DMG-A06-01,I,2,Jun/2001,June/2001,2001,6,MSM538011E,CGB-AHYE-1 F1 M538011E-L3 1315426,OKI,OKI,31/2001,Week 31/2001,2001,,31,MBC5,13D039T MBC5 2417,Texas Instruments,Texas Instruments,2001,2001,2001,,,W2465S-70LL,Winbond W2465S-70LL 120AD20206840-II1RA,Winbond,Winbond,20/2001,Week 20/2001,2001,,20,MM1134A,127 134A,Mitsumi,Mitsumi,27/2001,Week 27/2001,2001,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AJUP-0,"Jeremy McGrath Supercross 2000 (USA, Europe)",Entry #1,missingno-force-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AJUP-0/missingno-force-1.html,Missingno_force,CGB-AJUP-EUR,22,DMG-A07-01,MB,6,Feb/2000,February/2000,2000,2,MX23C8005-12,C001349-M MX23C8005-12 CGB-AJUP-0 F1 1B660181,Macronix,Macronix,13/2000,Week 13/2000,2000,,13,MBC5,MBC-5 BU3650K 006 H37,ROHM,ROHM,6/2000,Week 6/2000,2000,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AQOP-0,Ready 2 Rumble Boxing (Europe),Entry #1,issotm-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AQOP-0/issotm-1.html,ISSOtm,CGB-AQOP-EUU,20,DMG-A09-01,I,1,Jan/2000,January/2000,2000,1,LH537M,CGB-AQOP-0 S LH537MYR JAPAN G2 0009 D,Sharp,Sharp,9/2000,Week 9/2000,2000,,9,MBC5,MBC-5 BU3650K 004 H93,ROHM,ROHM,4/2000,Week 4/2000,2000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-ASNP-0,"Smurfs Nightmare, The (Europe) (En,Fr,De,Es)",Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/CGB-ASNP-0/mattcurrie-1.html,mattcurrie,CGB-ASNP-EUR,22,DMG-A07-01,I,3,Jan/1999,January/1999,1999,1,MX23C8005-12,S990149-M MX23C8005-12 CGB-ASNP-0 F1 1A3238A1,Macronix,Macronix,1/1999,Week 1/1999,1999,,1,MBC5,MBC5 P-1 850U5L,,,50/1998,Week 50/1998,1998,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AT8E-0,"Micro Machines 1 and 2 - Twin Turbo (USA, Europe)",Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AT8E-0/mattcurrie-1.html,mattcurrie,CGB-AT8E-USA,13,DMG-A09-01,I,5,Nov/1999,November/1999,1999,11,N-16019WG5,CGB-AT8E-0 G2 N-16019WG5-M30 9949K7026,,,49/1999,Week 49/1999,1999,,49,MBC5,MBC5 P-1 945U5M,,,45/1999,Week 45/1999,1999,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-ATHD-0,Tarzan (Germany),Entry #1,missingno-force-1,https://gbhwdb.gekkio.fi/cartridges/CGB-ATHD-0/missingno-force-1.html,Missingno_force,CGB-ATHD-NOE,01,DMG-A09-10,I,5,Feb/2001,February/2001,2001,2,N-16019WG5,CGB-ATHD-0 G2 N-16019WG5-M21 0107K7005,,,7/2001,Week 7/2001,2001,,7,MBC5,11ARNRT MBC5 2417,Texas Instruments,Texas Instruments,2001,2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-ATHE-0,"Tarzan (USA, Europe)",Entry #1,irfon-jones-1,https://gbhwdb.gekkio.fi/cartridges/CGB-ATHE-0/irfon-jones-1.html,Irfon Jones,CGB-ATHE-USA,22,DMG-A09-01,I,2,Feb/2000,February/2000,2000,2,MX23C1603-12A,S001704-M MX23C1603-12A CGB-ATHE-0 G2 1B6659A1,Macronix,Macronix,17/2000,Week 17/2000,2000,,17,MBC5,MBC5 P-1 015U5M,,,15/2000,Week 15/2000,2000,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-ATQP-0,Tonka Raceway (Europe),Entry #1,issotm-1,https://gbhwdb.gekkio.fi/cartridges/CGB-ATQP-0/issotm-1.html,ISSOtm,CGB-ATQP-EUR,12,DMG-A07-01,MB,4,Jan/2000,January/2000,2000,1,MX23C8005-12,C001249-M MX23C8005-12 CGB-ATQP-0 F1 1B6511A1,Macronix,Macronix,12/2000,Week 12/2000,2000,,12,MBC5,MBC5 P-1 007U5M,,,7/2000,Week 7/2000,2000,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AW8A-0,"Wario Land 3 (World) (En,Ja)",Entry #1,comrade-claire-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AW8A-0/comrade-claire-1.html,Comrade Claire,CGB-AW8A-USA,22,DMG-A03-01,I,5,Jul/2000,July/2000,2000,7,MX23C1603-12A,E003419-M MX23C1603-12A CGB-AW8A-0 G2 2C926100,Macronix,Macronix,34/2000,Week 34/2000,2000,,34,MBC5,07D36FT MBC5 2417,Texas Instruments,Texas Instruments,2000,2000,2000,,,W24258S-70LE,Winbond W24258S-70LE 020SH200908301AA,Winbond,Winbond,20/2000,Week 20/2000,2000,,20,BA6735,6735 0565,ROHM,ROHM,2000,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AW8A-0,"Wario Land 3 (World) (En,Ja)",Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AW8A-0/gekkio-1.html,gekkio,CGB-AW8A-EUR,09,DMG-A03-10,I,1,Sep/2000,September/2000,2000,9,N-16019WG5,CGB-AW8A-0 G2 N-16019WG5-M43 0037K7030,,,37/2000,Week 37/2000,2000,,37,MBC5,0BAJL5T MBC5 2417,Texas Instruments,Texas Instruments,2000,2000,2000,,,LH52256CN-10LL,LH52256CN-10LL SHARP JAPAN 0016 5 SO,Sharp,Sharp,16/2000,Week 16/2000,2000,,16,BA6735,6735 0918,ROHM,ROHM,2000,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AW8A-0,"Wario Land 3 (World) (En,Ja)",Entry #1,pokechu22-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AW8A-0/pokechu22-1.html,Pokechu22,DIS-CGB-AW8A-USA,,DMG-A03-01,I,3,Mar/2000,March/2000,2000,3,N-16019WG5,CGB-AW8A-0 G2 N-16019WG5-M43 0013K7015,,,13/2000,Week 13/2000,2000,,13,MBC5,MBC5 P-1 011U4M,,,11/2000,Week 11/2000,2000,,11,BR62256F-70LL,BR62256F-70LL 014 151NA,ROHM,ROHM,14/2000,Week 14/2000,2000,,14,MM1134A,007 134A,Mitsumi,Mitsumi,7/2000,Week 7/2000,2000,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AYQE-0,"Rayman (USA) (En,Fr,De,Es,It,Nl)",Entry #1,ben-black-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AYQE-0/ben-black-1.html,Ben Black,CGB-AYQE-USA,20,DMG-A09-01,I,3,Feb/2000,February/2000,2000,2,LHMN5M,CGB-AYQE-0 S LHMN5MTF JAPAN H2 0010 D,Sharp,Sharp,10/2000,Week 10/2000,2000,,10,MBC5,MBC5 LZ9GB31 AL02 A,Sharp,Sharp,2/2000,Week 2/2000,2000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AZ7J-0,Zelda no Densetsu - Fushigi no Kinomi - Daichi no Shou (Japan),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AZ7J-0/gekkio-1.html,gekkio,CGB-AZ7J-JPN,11,DMG-A06-01,K,6,Jan/2001,January/2001,2001,1,MSM538011E,CGB-AZ7J-0 F1 M538011E-IT 1065418,OKI,OKI,6/2001,Week 6/2001,2001,,6,MBC5,MBC5 P-2 050U2M,,,50/2000,Week 50/2000,2000,,50,BR6265BF-10SL,BR6265BF-10SL 052 115N,ROHM,ROHM,52/2000,Week 52/2000,2000,,52,BA6735,6735 0C88,ROHM,ROHM,2000,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AZ7P-0,"Legend of Zelda, The - Oracle of Seasons (Europe) (En,Fr,De,Es,It)",Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AZ7P-0/gekkio-1.html,gekkio,CGB-AZ7P-EUR,08,DMG-A08-10,I,5,Aug/2002,August/2002,2002,8,MX23C1603-12A,S023604-M MX23C1603-12A CGB-AZ7P-0 G2 1D3283A1,Macronix,Macronix,36/2002,Week 36/2002,2002,,36,MBC5,MBC5 BU3650K 229 H51,ROHM,ROHM,29/2002,Week 29/2002,2002,,29,BR6265BF-10SL,BR6265BF-10SL 230 148N,ROHM,ROHM,30/2002,Week 30/2002,2002,,30,BA6735,6735 2885,ROHM,ROHM,2002,2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AZ8P-0,"Legend of Zelda, The - Oracle of Ages (Europe) (En,Fr,De,Es,It)",Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AZ8P-0/gekkio-1.html,gekkio,CGB-AZ8P-EUR,08,DMG-A08-10,I,6,Aug/2002,August/2002,2002,8,MX23C1603-12A,E023004-M MX23C1603-12A CGB-AZ8P-0 G2 1D1315A2,Macronix,Macronix,30/2002,Week 30/2002,2002,,30,MBC5,1CATF1T MBC5 2417,Texas Instruments,Texas Instruments,2001,2001,2001,,,BR6265BF-10SL,BR6265BF-10SL 231 118N,ROHM,ROHM,31/2002,Week 31/2002,2002,,31,BA6735,6735 2681,ROHM,ROHM,2002,2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-AZRP-0,"Mask of Zorro, The (Europe)",Entry #1,issotm-1,https://gbhwdb.gekkio.fi/cartridges/CGB-AZRP-0/issotm-1.html,ISSOtm,CGB-AZRP-EUU,34,DMG-A07-01,MB,5,Feb/2000,February/2000,2000,2,MX23C8005-12,J001149-M MX23C8005-12 CGB-AZRP-0 F1 1B5740B1A0,Macronix,Macronix,11/2000,Week 11/2000,2000,,11,MBC5,MBC5 LZ9GB31 AL03 A,Sharp,Sharp,3/2000,Week 3/2000,2000,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-B2XE-0,"Mega Man Xtreme 2 (USA, Europe)",Entry #1,comrade-claire-1,https://gbhwdb.gekkio.fi/cartridges/CGB-B2XE-0/comrade-claire-1.html,Comrade Claire,CGB-B2XE-USA,13,DMG-A06-01,K,1,Sep/2001,September/2001,2001,9,MSM538011E,CGB-B2XE-0 F1 M538011E-9J 1375431,OKI,OKI,37/2001,Week 37/2001,2001,,37,MBC5,MBC5 P-2 136U4M,,,36/2001,Week 36/2001,2001,,36,W2465S-70LL,Winbond W2465S-70LL 129AD21234790-II1RA,Winbond,Winbond,29/2001,Week 29/2001,2001,,29,MM1134A,129 134A,Mitsumi,Mitsumi,29/2001,Week 29/2001,2001,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-B3OP-0,"SnowCross (Europe) (En,Fr,De,Es,It,Pt)",Entry #1,issotm-1,https://gbhwdb.gekkio.fi/cartridges/CGB-B3OP-0/issotm-1.html,ISSOtm,CGB-B3OP-EUR,22,DMG-A07-01,K,6,Sep/2001,September/2001,2001,9,MSM538011E,CGB-B3OP-0 F1 M538011E-9P 1395408,OKI,OKI,39/2001,Week 39/2001,2001,,39,MBC5,1AAE8XT MBC5 2417,Texas Instruments,Texas Instruments,2001,2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-B4QP-1,"Monsters, Inc. (Europe) (Rev 1)",Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/CGB-B4QP-1/mattcurrie-1.html,mattcurrie,CGB-B4QP-UKV,00A,DMG-A07-01,I,4,Nov/2001,November/2001,2001,11,MSM538011E,CGB-B4QP-1 F1 M538011E-BK 1505413,OKI,OKI,50/2001,Week 50/2001,2001,,50,MBC5,MBC5 P-2 143U7M,,,43/2001,Week 43/2001,2001,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-B82J-0,Densha de Go! 2 (Japan),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/CGB-B82J-0/gekkio-1.html,gekkio,CGB-B82J-JPN,22,DMG-A15-10,I,4,Oct/2000,October/2000,2000,10,MX23C3203-11A2,M004523-M MX23C3203-11A2 CGB-B82J-0 02 H2 2D224301,Macronix,Macronix,45/2000,Week 45/2000,2000,,45,MBC5,MBC5 P 041U4M,,,41/2000,Week 41/2000,2000,,41,GM76C256CLLFW70,HYUNDAI GM76C256CLLFW70 0033 KOREA,Hyundai,Hyundai,33/2000,Week 33/2000,2000,,33,MM1134A,035 134A,Mitsumi,Mitsumi,35/2000,Week 35/2000,2000,,35,,,,,,,,,,MX23C3203-11A2,M004523-M MX23C3203-11A2 CGB-B82J-0 02 H2 2D151301,Macronix,Macronix,45/2000,Week 45/2000,2000,,45,,,,,,,,,,TC7W139FU,7W139 0J,Toshiba,Toshiba,2000,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-B9AJ-0,Mobile Trainer (Japan),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/CGB-B9AJ-0/gekkio-1.html,gekkio,CGB-B9AJ-JPN,09,DMG-A03-10,I,5,Dec/2000,December/2000,2000,12,MX23C1603-12A,M010419-M MX23C1603-12A CGB-B9AJ-0 G2 2D547500,Macronix,Macronix,4/2001,Week 4/2001,2001,,4,MBC5,0CCC6YT MBC5 2417,Texas Instruments,Texas Instruments,2000,2000,2000,,,GM76C256CLLFW70,HYUNDAI GM76C256CLLFW70 0047 KOREA,Hyundai,Hyundai,47/2000,Week 47/2000,2000,,47,BA6735,6735 0C88,ROHM,ROHM,2000,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-BDQP-0,"Tiny Toon Adventures - Dizzy's Candy Quest (Europe) (En,Fr,De,Es,It,Nl)",Entry #1,issotm-1,https://gbhwdb.gekkio.fi/cartridges/CGB-BDQP-0/issotm-1.html,ISSOtm,CGB-BDQP-EUR,,DMG-A07-01,M3,6,May/2001,May/2001,2001,5,MSM538011E,CGB-BDQP-0 F1 M538011E-6R 1235409,OKI,OKI,23/2001,Week 23/2001,2001,,23,MBC5,11CH8VT MBC5 2417,Texas Instruments,Texas Instruments,2001,2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-BDSP-0,"Dinosaur'us (Europe) (En,Fr,De,Es,It,Nl)",Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/CGB-BDSP-0/gekkio-1.html,gekkio,CGB-BDSP-EUR,01,DMG-A06-01,K,1,Nov/2000,November/2000,2000,11,MSM538011E,CGB-BDSP-0 F1 M538011E-9E 0535402,OKI,OKI,53/2000,Week 53/2000,2000,,53,MBC5,08DFK4T MBC5 2417,Texas Instruments,Texas Instruments,2000,2000,2000,,,LH5164AN-10L,LH5164AN-10L SHARP A0027 1 CB,Sharp,Sharp,27/2000,Week 27/2000,2000,,27,MM1134A,047 134A,Mitsumi,Mitsumi,47/2000,Week 47/2000,2000,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-BFUP-0,"Shrek - Fairy Tale Freakdown (USA, Europe) (En,Fr,De,Es,It)",Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/CGB-BFUP-0/gekkio-1.html,gekkio,CGB-BFUP-EUR,20,DMG-A09-10,A,2,Apr/2001,April/2001,2001,4,MX23C1603-12A,E013104-M MX23C1603-12A CGB-BFPU-0 G2 1D2907A1B1,Macronix,Macronix,31/2001,Week 31/2001,2001,,31,MBC5,13A0V9T MBC5 2417,Texas Instruments,Texas Instruments,2001,2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-BFUP-0,"Shrek - Fairy Tale Freakdown (USA, Europe) (En,Fr,De,Es,It)",Entry #1,irfon-jones-1,https://gbhwdb.gekkio.fi/cartridges/CGB-BFUP-0/irfon-jones-1.html,Irfon Jones,CGB-BFUP-EUR,08,DMG-A09-10,I,2,Sep/2001,September/2001,2001,9,MX23C1603-12A,S013904-M MX23C1603-12A CGB-BFUP-0 G2 1D2381A1,Macronix,Macronix,39/2001,Week 39/2001,2001,,39,MBC5,1AAJLHT MBC5 2417,Texas Instruments,Texas Instruments,2001,2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-BFVJ-1,Monster Traveler (Japan) (Rev 1),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/CGB-BFVJ-1/gekkio-1.html,gekkio,CGB-BFVJ-JPN,15A,DMG-A08-10,I,1,Jan/2002,January/2002,2002,1,MX23C3203-12A2,M020723-M MX23C3203-12A2 CGB-BFVJ-1 H2 2E037500B0,Macronix,Macronix,7/2002,Week 7/2002,2002,,7,MBC5,MBC5 BU3650K 150 H82,ROHM,ROHM,50/2001,Week 50/2001,2001,,50,W2465S-70LL,Winbond W2465S-70LL 204SD21492550-II1RA,Winbond,Winbond,4/2002,Week 4/2002,2002,,4,BA6735,6735 1A78,ROHM,ROHM,2001,2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-BGLJ-0,Super Gals! Kotobuki Ran (Japan),Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/CGB-BGLJ-0/gekkio-1.html,gekkio,CGB-BGLJ-JPN,07,DMG-A14-10,I,3,Apr/2001,April/2001,2001,4,MX23C3203-12A2,M012623-M MX23C3203-12A2 CGB-BGLJ-0 H2 2D839200,Macronix,Macronix,26/2001,Week 26/2001,2001,,26,MBC5,MBC5 P-2 104U4M,,,4/2001,Week 4/2001,2001,,4,HY628100BLLG-70,HYUNDAI KOREA HY628100B 0041A LLG-70,Hyundai,Hyundai,41/2000,Week 41/2000,2000,,41,MM1134A,112 134A,Mitsumi,Mitsumi,12/2001,Week 12/2001,2001,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-BH2E-1,Frogger 2 (USA) (Rev 1),Entry #1,ben-black-1,https://gbhwdb.gekkio.fi/cartridges/CGB-BH2E-1/ben-black-1.html,Ben Black,CGB-BH2E-USA,11,DMG-A06-01,MB,6,Nov/2000,November/2000,2000,11,MX23C8005-12,C005149-M MX23C8005-12 CGB-BH2E-1 F1 1C3786A1,Macronix,Macronix,51/2000,Week 51/2000,2000,,51,MBC5,MBC-5 BU3650K 049 186,ROHM,ROHM,49/2000,Week 49/2000,2000,,49,LH5164AN-10L,LH5164AN-10L SHARP A0020 7 CB,Sharp,Sharp,20/2000,Week 20/2000,2000,,20,BA6735,6735 0B03,ROHM,ROHM,2000,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-BH6P-0,"Harry Potter and the Chamber of Secrets (USA, Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,Da)",Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/CGB-BH6P-0/mattcurrie-1.html,mattcurrie,CGB-BH6P-EUR,22,DMG-A08-10,I,5,Oct/2002,October/2002,2002,10,MX23C3203-12A2,M024123-M MX23C3203-12A2 CGB-BH6P-0 H2 2G460400,Macronix,Macronix,41/2002,Week 41/2002,2002,,41,MBC5,MBC-5 BU3650K 239 H76,ROHM,ROHM,39/2002,Week 39/2002,2002,,39,BR6265BF-10SL,BR6265BF-10SL 238 113N,ROHM,ROHM,38/2002,Week 38/2002,2002,,38,BA6735,6735 2957,ROHM,ROHM,2002,2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB-BHFE-0,"Mary-Kate and Ashley - Winners Circle (USA, Europe)",Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/CGB-BHFE-0/mattcurrie-1.html,mattcurrie,CGB-BHFE-USA,11,DMG-A07-01,A,6,Nov/2000,November/2000,2000,11,MX23C8005-12,C010649-M MX23C8005-12 CGB-BHFE-0 F1 1C5450LB,Macronix,Macronix,6/2001,Week 6/2001,2001,,6,MBC5,11CE66T MBC5 2417,Texas Instruments,Texas Instruments,2001,2001,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
